0.24782 	 1
0.79328 	 2
1.33873 	 3
1.88419 	 4
2.42964 	 1
2.97510 	 2
3.52055 	 3
4.06601 	 4
4.61146 	 1
5.15692 	 2
5.70237 	 3
6.24783 	 4
6.79328 	 1
7.33874 	 2
7.88419 	 3
8.42965 	 4
8.97510 	 1
9.52056 	 2
10.06601 	 3
10.61147 	 4
11.15692 	 1
11.70238 	 2
12.24783 	 3
12.79329 	 4
13.33874 	 1
13.88420 	 2
14.42965 	 3
14.97511 	 4
15.52056 	 1
16.06602 	 2
16.61147 	 3
17.15693 	 4
17.70238 	 1
18.24784 	 2
18.79329 	 3
19.33875 	 4
19.88420 	 1
20.42966 	 2
20.97511 	 3
21.52057 	 4
22.06602 	 1
22.61148 	 2
23.15693 	 3
23.70239 	 4
24.24784 	 1
24.79330 	 2
25.33875 	 3
25.88421 	 4
26.42966 	 1
26.97512 	 2
27.52057 	 3
28.06603 	 4
28.61148 	 1
29.15694 	 2
29.70239 	 3
30.24785 	 4
30.79330 	 1
31.33876 	 2
31.88421 	 3
32.42967 	 4
32.97512 	 1
33.52058 	 2
34.06603 	 3
34.61149 	 4
35.15694 	 1
35.70240 	 2
36.24785 	 3
36.79330 	 4
37.33876 	 1
37.88421 	 2
38.42967 	 3
38.97512 	 4
39.52058 	 1
40.06603 	 2
40.61149 	 3
41.15694 	 4
41.70240 	 1
42.24785 	 2
42.79331 	 3
43.33876 	 4
43.88422 	 1
44.42967 	 2
44.97513 	 3
45.52058 	 4
46.06604 	 1
46.61149 	 2
47.15695 	 3
47.70240 	 4
48.24786 	 1
48.79331 	 2
49.33877 	 3
49.88422 	 4
50.42968 	 1
50.97513 	 2
51.52059 	 3
52.06604 	 4
52.61150 	 1
53.15695 	 2
53.70241 	 3
54.24786 	 4
54.79332 	 1
55.33877 	 2
55.88423 	 3
56.42968 	 4
56.97514 	 1
57.52059 	 2
58.06605 	 3
58.61150 	 4
59.15696 	 1
59.70241 	 2
60.24787 	 3
60.79332 	 4
61.33878 	 1
61.88423 	 2
62.42969 	 3
62.97514 	 4
63.52060 	 1
64.06605 	 2
64.61151 	 3
65.15696 	 4
65.70242 	 1
66.24787 	 2
66.79333 	 3
67.33878 	 4
67.88424 	 1
68.42969 	 2
68.97515 	 3
69.52060 	 4
70.06606 	 1
70.61151 	 2
71.15697 	 3
71.70242 	 4
72.24788 	 1
72.79333 	 2
73.33879 	 3
73.88424 	 4
74.42970 	 1
74.97515 	 2
75.52061 	 3
76.06606 	 4
76.61152 	 1
77.15697 	 2
77.70243 	 3
78.24788 	 4
78.79334 	 1
79.33879 	 2
79.88425 	 3
80.42970 	 4
80.97516 	 1
81.52061 	 2
82.06607 	 3
82.61152 	 4
83.15698 	 1
83.70243 	 2
84.24789 	 3
84.79335 	 4
85.33880 	 1
85.88426 	 2
86.42971 	 3
86.97517 	 4
87.52062 	 1
88.06608 	 2
88.61153 	 3
89.15699 	 4
89.70244 	 1
90.24790 	 2
90.79335 	 3
91.33881 	 4
91.88426 	 1
92.42972 	 2
92.97517 	 3
93.52063 	 4
94.06608 	 1
94.61154 	 2
95.15699 	 3
95.70245 	 4
96.24790 	 1
96.79336 	 2
97.33881 	 3
97.88427 	 4
98.42972 	 1
98.97518 	 2
99.52063 	 3
100.06609 	 4
100.61154 	 1
101.15700 	 2
101.70245 	 3
102.24791 	 4
102.79336 	 1
103.33882 	 2
103.88427 	 3
104.42973 	 4
104.97518 	 1
105.52064 	 2
106.06609 	 3
106.61155 	 4
107.15700 	 1
107.70246 	 2
108.24791 	 3
108.79337 	 4
109.33882 	 1
109.88428 	 2
110.42973 	 3
110.97519 	 4
111.52064 	 1
112.06610 	 2
112.61155 	 3
113.15701 	 4
113.70246 	 1
114.24792 	 2
114.79337 	 3
115.33883 	 4
115.88428 	 1
116.42974 	 2
116.97519 	 3
117.52065 	 4
118.06610 	 1
118.61156 	 2
119.15701 	 3
119.70247 	 4
120.24792 	 1
120.79338 	 2
121.33883 	 3
121.88429 	 4
122.42974 	 1
122.97520 	 2
123.52065 	 3
124.06611 	 4
124.61156 	 1
125.15702 	 2
125.70247 	 3
126.24793 	 4
126.79338 	 1
127.33884 	 2
127.88429 	 3
128.42975 	 4
128.97520 	 1
129.52066 	 2
130.06611 	 3
130.61157 	 4
131.15702 	 1
131.70248 	 2
132.24793 	 3
132.79339 	 4
133.33884 	 1
133.88430 	 2
134.42975 	 3
134.97521 	 4
135.52066 	 1
136.06612 	 2
136.61157 	 3
137.15703 	 4
137.70248 	 1
138.24794 	 2
138.79339 	 3
139.33885 	 4
139.88430 	 1
140.42976 	 2
140.97521 	 3
141.52067 	 4
142.06612 	 1
142.61158 	 2
143.15703 	 3
143.70249 	 4
144.24794 	 1
144.79340 	 2
145.33885 	 3
145.88431 	 4
146.42976 	 1
146.97522 	 2
147.52067 	 3
148.06613 	 4
148.61158 	 1
149.15704 	 2
149.70249 	 3
150.24795 	 4
150.79340 	 1
151.33886 	 2
151.88431 	 3
152.42977 	 4
152.97522 	 1
153.52068 	 2
154.06613 	 3
154.61159 	 4
155.15704 	 1
155.70250 	 2
156.24795 	 3
156.79341 	 4
157.33886 	 1
157.88432 	 2
158.42977 	 3
158.97523 	 4
159.52068 	 1
160.06614 	 2
160.61159 	 3
161.15705 	 4
161.70250 	 1
162.24796 	 2
162.79341 	 3
163.33887 	 4
163.88432 	 1
164.42978 	 2
164.97523 	 3
165.52069 	 4
166.06614 	 1
166.61160 	 2
167.15705 	 3
167.70251 	 4
168.24796 	 1
168.79342 	 2
169.33887 	 3
169.88433 	 4
170.42978 	 1
170.97524 	 2
171.52069 	 3
172.06615 	 4
172.61160 	 1
173.15706 	 2
173.70251 	 3
174.24797 	 4
174.79342 	 1
175.33888 	 2
175.88433 	 3
176.42979 	 4
176.97524 	 1
177.52070 	 2
178.06615 	 3
178.61161 	 4
179.15706 	 1
179.70252 	 2
180.24797 	 3
180.79343 	 4
181.33888 	 1
181.88434 	 2
182.42979 	 3
182.97525 	 4
183.52070 	 1
184.06616 	 2
184.61161 	 3
185.15707 	 4
185.70252 	 1
186.24798 	 2
186.79343 	 3
187.33889 	 4
187.88434 	 1
188.42980 	 2
188.97525 	 3
189.52071 	 4
190.06616 	 1
190.61162 	 2
191.15707 	 3
191.70253 	 4
192.24798 	 1
192.79344 	 2
193.33889 	 3
193.88435 	 4
194.42980 	 1
194.97526 	 2
195.52071 	 3
196.06617 	 4
196.61162 	 1
197.15708 	 2
197.70253 	 3
198.24799 	 4
198.79344 	 1
199.33890 	 2
199.88435 	 3
200.42981 	 4
200.97526 	 1
201.52072 	 2
202.06617 	 3
202.61163 	 4
203.15708 	 1
203.70254 	 2
204.24799 	 3
204.79345 	 4
205.33890 	 1
205.88436 	 2
206.42981 	 3
206.97527 	 4
207.52072 	 1
208.06618 	 2
208.61163 	 3
209.15709 	 4
209.70254 	 1
210.24800 	 2
210.79345 	 3
211.33891 	 4
211.88436 	 1
212.42982 	 2
212.97527 	 3
213.52073 	 4
214.06618 	 1
214.61164 	 2
215.15709 	 3
215.70255 	 4
216.24800 	 1
216.79346 	 2
217.33891 	 3
217.88437 	 4
