0.397959183	1
0.815102040	2
1.245102040	3
1.675102040	4
2.105102040	1
2.555102040	2
2.975102040	3
3.415102040	4
3.835102040	1
4.275102040	2
4.685102040	3
5.135102040	4
5.545102040	1
5.985102040	2
6.405102040	3
6.835102040	4
7.255102040	1
7.685102040	2
8.105102040	3
8.545102040	4
8.965102040	1
9.405102040	2
9.835102040	3
10.265102040	4
10.695102040	1
11.125102040	2
11.545102040	3
11.975102040	4
12.405102040	1
12.835102040	2
13.265102040	3
13.685102040	4
14.115102040	1
14.545102040	2
14.975102040	3
15.405102040	4
15.835102040	1
16.255102040	2
16.695102040	3
17.125102040	4
17.545102040	1
17.975102040	2
18.405102040	3
18.835102040	4
19.265102040	1
19.685102040	2
20.125102040	3
20.555102040	4
20.975102040	1
21.405102040	2
21.835102040	3
22.265102040	4
22.685102040	1
23.115102040	2
23.545102040	3
23.985102040	4
24.405102040	1
24.835102040	2
25.265102040	3
25.695102040	4
26.115102040	1
26.545102040	2
26.975102040	3
27.415102040	4
27.825102040	1
28.265102040	2
28.695102040	3
29.125102040	4
29.545102040	1
29.975102040	2
30.405102040	3
30.845102040	4
31.265102040	1
31.695102040	2
32.125102040	3
32.555102040	4
32.975102040	1
33.405102040	2
33.835102040	3
34.265102040	4
34.685102040	1
35.115102040	2
35.545102040	3
35.985102040	4
36.405102040	1
36.835102040	2
37.265102040	3
37.705102040	4
38.115102040	1
38.545102040	2
38.975102040	3
39.415102040	4
39.835102040	1
40.265102040	2
40.695102040	3
41.135102040	4
41.545102040	1
41.985102040	2
42.415102040	3
42.815102040	4
43.235102040	1
43.675102040	2
44.075102040	3
44.505102040	4
44.945102040	1
45.375102040	2
45.795102040	3
46.225102040	4
46.675102040	1
47.105102040	2
47.525102040	3
47.945102040	4
48.395102040	1
48.825102040	2
49.255102040	3
49.675102040	4
50.095102040	1
50.535102040	2
50.965102040	3
51.385102040	4
51.835102040	1
52.265102040	2
52.685102040	3
53.125102040	4
53.555102040	1
53.975102040	2
54.405102040	3
54.835102040	4
55.255102040	1
55.695102040	2
56.125102040	3
56.545102040	4
56.975102040	1
57.395102040	2
