0.310000000	1
0.920000000	2
1.540000000	3
2.180000000	4
2.800000000	1
3.420000000	2
4.040000000	3
4.670000000	4
5.300000000	1
5.920000000	2
6.540000000	3
7.170000000	4
7.790000000	1
8.420000000	2
9.040000000	3
9.670000000	4
10.300000000	1
10.920000000	2
11.540000000	3
12.180000000	4
12.800000000	1
13.430000000	2
14.050000000	3
14.690000000	4
15.310000000	1
15.940000000	2
16.550000000	3
17.170000000	4
17.800000000	1
18.440000000	2
19.050000000	3
19.670000000	4
20.310000000	1
20.940000000	2
21.560000000	3
22.190000000	4
22.810000000	1
23.440000000	2
24.060000000	3
24.690000000	4
25.310000000	1
25.930000000	2
26.550000000	3
27.190000000	4
27.810000000	1
28.440000000	2
29.050000000	3
29.690000000	4
30.310000000	1
30.940000000	2
31.550000000	3
32.190000000	4
32.800000000	1
33.430000000	2
34.050000000	3
34.690000000	4
35.300000000	1
35.930000000	2
36.550000000	3
37.190000000	4
37.810000000	1
38.430000000	2
39.050000000	3
39.690000000	4
40.300000000	1
40.930000000	2
41.540000000	3
42.190000000	4
42.800000000	1
43.430000000	2
44.050000000	3
44.690000000	4
45.300000000	1
45.930000000	2
46.550000000	3
47.190000000	4
47.800000000	1
48.430000000	2
49.050000000	3
49.690000000	4
50.300000000	1
50.930000000	2
51.540000000	3
52.190000000	4
52.800000000	1
53.430000000	2
54.050000000	3
54.690000000	4
55.300000000	1
55.930000000	2
56.550000000	3
57.190000000	4
57.810000000	1
58.440000000	2
59.050000000	3
59.680000000	4
60.300000000	1
60.940000000	2
61.560000000	3
62.180000000	4
62.800000000	1
63.430000000	2
64.050000000	3
64.690000000	4
65.300000000	1
65.940000000	2
66.560000000	3
67.190000000	4
67.800000000	1
68.430000000	2
69.040000000	3
69.690000000	4
70.310000000	1
70.940000000	2
71.550000000	3
72.190000000	4
72.800000000	1
73.430000000	2
74.050000000	3
74.690000000	4
75.300000000	1
75.930000000	2
76.550000000	3
77.190000000	4
77.810000000	1
78.440000000	2
79.050000000	3
79.680000000	4
80.310000000	1
80.940000000	2
81.560000000	3
82.180000000	4
82.810000000	1
83.430000000	2
84.050000000	3
84.690000000	4
85.300000000	1
85.940000000	2
86.560000000	3
87.180000000	4
87.810000000	1
88.430000000	2
89.050000000	3
89.690000000	4
90.310000000	1
90.940000000	2
91.560000000	3
92.180000000	4
92.810000000	1
93.430000000	2
94.060000000	3
94.690000000	4
95.300000000	1
95.940000000	2
96.560000000	3
97.180000000	4
97.810000000	1
98.430000000	2
99.050000000	3
99.690000000	4
100.300000000	1
100.940000000	2
101.560000000	3
102.180000000	4
102.810000000	1
103.430000000	2
104.050000000	3
104.690000000	4
105.300000000	1
105.940000000	2
106.560000000	3
107.180000000	4
107.810000000	1
108.430000000	2
109.050000000	3
109.690000000	4
110.310000000	1
110.940000000	2
111.560000000	3
112.180000000	4
112.810000000	1
113.430000000	2
114.060000000	3
114.690000000	4
115.300000000	1
115.930000000	2
116.560000000	3
117.180000000	4
117.800000000	1
118.430000000	2
119.050000000	3
119.680000000	4
120.320000000	1
120.940000000	2
121.550000000	3
122.180000000	4
122.810000000	1
123.440000000	2
124.050000000	3
124.670000000	4
125.310000000	1
125.940000000	2
126.550000000	3
127.170000000	4
127.810000000	1
128.440000000	2
129.050000000	3
129.690000000	4
130.310000000	1
130.940000000	2
131.550000000	3
132.170000000	4
132.810000000	1
133.430000000	2
134.050000000	3
134.670000000	4
135.320000000	1
135.940000000	2
136.550000000	3
137.180000000	4
137.810000000	1
138.440000000	2
139.050000000	3
139.690000000	4
140.320000000	1
140.930000000	2
141.550000000	3
142.170000000	4
142.820000000	1
143.440000000	2
144.050000000	3
144.690000000	4
145.320000000	1
145.940000000	2
146.550000000	3
147.190000000	4
147.807346938	1
148.440000000	2
149.050000000	3
149.690000000	4
150.310000000	1
150.940000000	2
151.570000000	3
152.190000000	4
152.810000000	1
153.440000000	2
154.040000000	3
154.690000000	4
155.310000000	1
155.940000000	2
156.570000000	3
157.200000000	4
157.810000000	1
158.440000000	2
159.040000000	3
159.690000000	4
160.300000000	1
160.940000000	2
161.550000000	3
162.190000000	4
162.810000000	1
163.440000000	2
164.050000000	3
164.690000000	4
165.320000000	1
165.940000000	2
166.580000000	3
167.200000000	4
167.810000000	1
168.440000000	2
169.040000000	3
169.690000000	4
170.310000000	1
170.940000000	2
171.570000000	3
172.190000000	4
172.810000000	1
173.440000000	2
174.030000000	3
174.670000000	4
175.320000000	1
175.920000000	2
176.570000000	3
177.190000000	4
177.810000000	1
178.430000000	2
179.030000000	3
179.680000000	4
180.310000000	1
180.930000000	2
181.560000000	3
182.180000000	4
182.810000000	1
183.430000000	2
184.050000000	3
184.680000000	4
185.310000000	1
185.940000000	2
186.560000000	3
187.180000000	4
187.810000000	1
188.440000000	2
189.060000000	3
189.690000000	4
190.310000000	1
190.940000000	2
191.560000000	3
192.190000000	4
192.810000000	1
193.440000000	2
194.060000000	3
194.690000000	4
195.310000000	1
195.930000000	2
196.560000000	3
197.180000000	4
197.810000000	1
198.430000000	2
199.050000000	3
199.680000000	4
200.300000000	1
200.930000000	2
201.560000000	3
202.170000000	4
202.800000000	1
203.440000000	2
204.050000000	3
204.680000000	4
205.310000000	1
205.940000000	2
206.560000000	3
207.190000000	4
207.810000000	1
208.440000000	2
209.060000000	3
209.690000000	4
210.310000000	1
210.940000000	2
211.550000000	3
212.190000000	4
212.810000000	1
213.440000000	2
214.060000000	3
214.690000000	4
215.300000000	1
215.940000000	2
216.560000000	3
217.180000000	4
217.810000000	1
218.440000000	2
219.060000000	3
219.690000000	4
220.300000000	1
220.930000000	2
221.550000000	3
222.190000000	4
222.810000000	1
223.440000000	2
224.060000000	3
224.690000000	4
225.320000000	1
225.940000000	2
226.570000000	3
227.190000000	4
227.810000000	1
228.440000000	2
229.070000000	3
229.700000000	4
230.310000000	1
230.910000000	2
231.570000000	3
232.190000000	4
232.820000000	1
233.450000000	2
234.080000000	3
234.700000000	4
235.340000000	1
